Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+kk,39,50.1059,14.5852,"(50.1059, 14.5852)",3190000,Praha 14
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",4120603,Praha 4
2+1,81,50.0765,14.4546,"(50.0765, 14.4546)",9900000,Praha 3
2+kk,58,50.0785,14.5084,"(50.0785, 14.5084)",5560000,Praha 10
1+kk,39,50.0785,14.5084,"(50.0785, 14.5084)",3660000,Praha 10
2+kk,58,50.0785,14.5084,"(50.0785, 14.5084)",5560000,Praha 10
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",4067080,Praha 4
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5728988,Praha 4
4+kk,100,50.0785,14.5084,"(50.0785, 14.5084)",9670000,Praha 10
2+kk,54,50.0785,14.5084,"(50.0785, 14.5084)",5160000,Praha 10
2+kk,42,50.0291,14.5315,"(50.0292, 14.5315)",4370000,Praha 11
2+kk,40,50.0696,14.4713,"(50.0696, 14.4714)",3750000,Praha 10
2+kk,54,50.0435,14.5143,"(50.0435, 14.5143)",5790000,Praha 15
2+kk,52,50.0785,14.5084,"(50.0785, 14.5084)",4990000,Praha 10
2+kk,55,50.0785,14.5084,"(50.0785, 14.5084)",5280000,Praha 10
2+kk,53,50.0785,14.5084,"(50.0785, 14.5084)",4999000,Praha 10
4+kk,101,50.0785,14.5084,"(50.0785, 14.5084)",9699000,Praha 10
2+kk,48,50.0785,14.5084,"(50.0785, 14.5084)",4380000,Praha 10
2+kk,48,50.0785,14.5084,"(50.0785, 14.5084)",4599000,Praha 10
2+kk,56,50.0785,14.5084,"(50.0785, 14.5084)",5340000,Praha 10
3+1,69,50.0342,14.592,"(50.0342, 14.5921)",5499000,Praha 22
2+kk,50,50.0899,14.427,"(50.0899, 14.427)",9500000,Praha 1
3+1,107,50.1161,14.4708,"(50.1162, 14.4708)",8774000,Praha 8
4+kk,100,50.0785,14.5084,"(50.0785, 14.5084)",9180000,Praha 10
2+kk,130,50.0956,14.4515,"(50.0957, 14.4515)",9250000,Praha 8
2+kk,54,50.0785,14.5084,"(50.0785, 14.5084)",4899000,Praha 10
2+1,57,50.0553,14.4418,"(50.0553, 14.4419)",4900000,Praha 4
4+kk,104,50.0958,14.4491,"(50.0958, 14.4491)",15500000,Praha 8
3+kk,76,50.1326,14.5362,"(50.1326, 14.5363)",6750000,Praha 19
2+kk,44,50.0781,14.4347,"(50.0782, 14.4348)",6500000,Praha 2
3+1,143,50.0872,14.372,"(50.0872, 14.3721)",19900000,Praha 6
3+kk,90,50.0639,14.384,"(50.064, 14.3841)",11250000,Praha 5
3+1,76,50.0022,14.4282,"(50.0022, 14.4283)",5996040,Praha 12
3+kk,77,50.1564,14.5191,"(50.1565, 14.5192)",6923000,Cakovice
3+kk,88,50.1243,14.4545,"(50.1244, 14.4546)",9590000,Praha 8
3+kk,81,50.1243,14.4545,"(50.1244, 14.4546)",10475000,Praha 8
3+1,80,50.0363,14.3748,"(50.0364, 14.3748)",5500000,Praha 5
2+kk,80,50.0939,14.4425,"(50.0939, 14.4426)",7999000,Praha 8
4+1,81,50.1283,14.4222,"(50.1284, 14.4222)",6290000,Praha 8
3+kk,155,50.0903,14.4248,"(50.0903, 14.4249)",33000000,Praha 1
3+1,98,50.0783,14.445,"(50.0784, 14.445)",13990000,Praha 2
1+kk,66,50.0903,14.4248,"(50.0903, 14.4249)",13500000,Praha 1
2+kk,104,50.0903,14.4248,"(50.0903, 14.4249)",20600000,Praha 1
3+kk,135,50.0903,14.4248,"(50.0903, 14.4249)",25000000,Praha 1
4+kk,296,50.0716,14.5008,"(50.0716, 14.5008)",12290000,Praha 10
1+kk,41,50.0716,14.5008,"(50.0716, 14.5008)",3888203,Praha 10
3+kk,87,50.0716,14.5008,"(50.0716, 14.5008)",7010905,Praha 10
3+1,85,50.0991,14.375,"(50.0992, 14.3751)",7500000,Praha 6
3+kk,84,50.0665,14.4207,"(50.0666, 14.4207)",16950971,Praha 2
3+kk,99,50.0665,14.4207,"(50.0666, 14.4207)",19456807,Praha 2
3+kk,87,50.0665,14.4207,"(50.0666, 14.4207)",16474900,Praha 2
3+kk,99,50.0665,14.4207,"(50.0666, 14.4207)",18718355,Praha 2
3+kk,84,50.0665,14.4207,"(50.0666, 14.4207)",15695344,Praha 2
3+kk,99,50.0665,14.4207,"(50.0666, 14.4207)",18041766,Praha 2
2+kk,38,50.0665,14.4207,"(50.0666, 14.4207)",6218608,Praha 2
2+kk,71,50.0665,14.4207,"(50.0666, 14.4207)",12189050,Praha 2
1+kk,23,50.099,14.4829,"(50.099, 14.4829)",2937000,Praha 9
2+kk,57,50.1158,14.2898,"(50.1158, 14.2898)",5990000,Predni Kopanina
2+kk,43,50.0477,14.559,"(50.0478, 14.5591)",3600000,Praha 15
2+kk,89,50.09,14.3425,"(50.09, 14.3426)",10600000,Praha 6
4+kk,169,50.082,14.4796,"(50.0821, 14.4796)",15900000,Praha 3
4+1,140,50.0501,14.344,"(50.0501, 14.344)",10900000,Praha 13
4+kk,125,50.0831,14.3584,"(50.0832, 14.3584)",14990000,Praha 6
3+kk,102,50.0831,14.3584,"(50.0832, 14.3584)",10490000,Praha 6
atypicky,122,50.08,14.4472,"(50.0801, 14.4472)",17685460,Praha 2
3+kk,123,50.0348,14.451,"(50.0349, 14.451)",9790000,Praha 4
2+kk,63,50.0348,14.451,"(50.0349, 14.451)",5949000,Praha 4
2+kk,55,50.0348,14.451,"(50.0349, 14.451)",5199000,Praha 4
2+kk,68,50.0665,14.4207,"(50.0666, 14.4207)",11394444,Praha 2
2+kk,38,50.0665,14.4207,"(50.0666, 14.4207)",5884274,Praha 2
2+kk,76,50.0665,14.4207,"(50.0666, 14.4207)",13463148,Praha 2
1+1,23,50.1031,14.5184,"(50.1032, 14.5184)",2635214,Praha 9
4+1,90,50.0714,14.6856,"(50.0715, 14.6857)",5690000,Praha 21
2+kk,52,50.1108,14.4979,"(50.1109, 14.498)",5490000,Praha 9
3+1,71,50.069,14.4737,"(50.0691, 14.4738)",6500000,Praha 10
3+kk,82,50.14,14.4462,"(50.1401, 14.4463)",8900000,Dolni Chabry
2+kk,61,50.0231,14.5116,"(50.0231, 14.5116)",5300000,Praha 11
3+1,67,50.1295,14.4547,"(50.1296, 14.4547)",5690000,Praha 8
1+1,39,50.0881,14.4267,"(50.0881, 14.4268)",7490000,Praha 1
1+1,23,50.1031,14.5184,"(50.1032, 14.5184)",2730000,Praha 9
3+1,105,50.0814,14.4567,"(50.0815, 14.4567)",8990000,Praha 3
3+kk,86,50.0705,14.4592,"(50.0706, 14.4592)",9490000,Praha 10
3+kk,69,50.0079,14.4672,"(50.0079, 14.4673)",8103074,Libus
4+kk,103,50.1394,14.4496,"(50.1395, 14.4496)",10990000,Dolni Chabry
2+kk,81,50.0485,14.4373,"(50.0486, 14.4374)",17545000,Praha 4
1+kk,56,50.0485,14.4373,"(50.0486, 14.4374)",10000000,Praha 4
4+kk,76,50.0794,14.4512,"(50.0794, 14.4513)",7890000,Praha 3
6-a-vice,228,50.0945,14.4472,"(50.0945, 14.4472)",36500000,Praha 8
2+kk,54,50.1045,14.4724,"(50.1045, 14.4724)",6154512,Praha 8
4+kk,120,50.1046,14.4725,"(50.1046, 14.4725)",14827219,Praha 8
1+kk,30,50.1044,14.4723,"(50.1044, 14.4724)",3812365,Praha 8
3+kk,123,50.0784,14.4433,"(50.0784, 14.4434)",18700000,Praha 2
2+kk,51,50.0874,14.4048,"(50.0874, 14.4049)",9490000,Praha 1
2+1,56,50.0285,14.3632,"(50.0285, 14.3633)",5177997,Praha 5
1+kk,44,50.1409,14.5189,"(50.1409, 14.5189)",3960000,Praha 18
3+kk,67,50.0328,14.5168,"(50.0329, 14.5169)",5809000,Praha 11
2+kk,51,50.0692,14.4005,"(50.0692, 14.4005)",4500000,Praha 5
4+kk,118,50.0888,14.3747,"(50.0888, 14.3748)",18900000,Praha 6
2+kk,46,50.1182,14.4577,"(50.1182, 14.4578)",5900000,Praha 8
2+1,63,50.1021,14.437,"(50.1021, 14.4371)",5200000,Praha 7
2+1,89,50.0744,14.4149,"(50.0744, 14.415)",11000000,Praha 2
3+kk,111,50.1293,14.3649,"(50.1293, 14.365)",13230000,Lysolaje
3+kk,58,50.0754,14.4856,"(50.0755, 14.4856)",5800000,Praha 10
2+1,64,50.0754,14.4856,"(50.0755, 14.4856)",6400000,Praha 10
1+1,56,50.0454,14.3243,"(50.0455, 14.3244)",3980000,Praha 13
3+kk,105,50.0883,14.484,"(50.0884, 14.4841)",9990000,Praha 3
2+kk,52,50.0803,14.4867,"(50.0804, 14.4868)",6568881,Praha 10
1+1,48,50.0886,14.4699,"(50.0886, 14.47)",5100000,Praha 3
3+1,71,50.0422,14.4378,"(50.0423, 14.4379)",5490000,Praha 4
3+kk,71,50.0056,14.4851,"(50.0056, 14.4852)",8990000,Kunratice
2+kk,57,50.0485,14.341,"(50.0485, 14.341)",5325243,Praha 13
2+kk,54,50.0485,14.341,"(50.0485, 14.341)",4986433,Praha 13
4+kk,92,50.0056,14.4851,"(50.0056, 14.4852)",11490000,Kunratice
4+kk,115,50.0056,14.4851,"(50.0056, 14.4852)",14490000,Kunratice
4+kk,92,50.0056,14.4851,"(50.0056, 14.4852)",10990000,Kunratice
3+kk,68,50.0651,14.4645,"(50.0652, 14.4645)",6490000,Praha 10
2+kk,54,50.0562,14.4648,"(50.0562, 14.4648)",5733997,Praha 4
4+1,115,50.0961,14.4055,"(50.0962, 14.4056)",14800000,Praha 6
1+kk,57,50.0485,14.4373,"(50.0486, 14.4374)",9980000,Praha 4
2+kk,81,50.0485,14.4373,"(50.0486, 14.4374)",14500000,Praha 4
5+kk,130,50.0553,14.5623,"(50.0553, 14.5624)",11400000,Dolni Mecholupy
4+1,90,50.0835,14.4341,"(50.0835, 14.4341)",5690000,Praha 1
2+kk,46,50.0677,14.4328,"(50.0678, 14.4328)",4850000,Praha 2
4+kk,89,50.0056,14.4851,"(50.0056, 14.4852)",11990000,Kunratice
3+1,71,50.0471,14.5176,"(50.0472, 14.5177)",5300000,Praha 15
2+1,74,50.0768,14.4609,"(50.0769, 14.4609)",7150000,Praha 3
2+1,53,50.0897,14.4951,"(50.0898, 14.4952)",4750000,Praha 3
3+1,108,50.0888,14.3747,"(50.0888, 14.3748)",11300000,Praha 6
1+kk,68,50.098,14.3962,"(50.098, 14.3963)",6490000,Praha 6
1+1,46,50.0518,14.4225,"(50.0518, 14.4226)",4400000,Praha 4
2+kk,52,50.0695,14.3741,"(50.0695, 14.3742)",5040000,Praha 5
2+kk,39,50.0695,14.3741,"(50.0695, 14.3742)",3620000,Praha 5
1+kk,36,50.0695,14.3741,"(50.0695, 14.3742)",3990000,Praha 5
2+kk,51,50.0695,14.3741,"(50.0695, 14.3742)",5230000,Praha 5
1+kk,34,50.0695,14.3741,"(50.0695, 14.3742)",4290000,Praha 5
3+kk,57,50.0695,14.3741,"(50.0695, 14.3742)",5580000,Praha 5
2+kk,40,50.0695,14.3741,"(50.0695, 14.3742)",4390000,Praha 5
1+kk,34,50.0695,14.3741,"(50.0695, 14.3742)",4290000,Praha 5
3+kk,56,50.0695,14.3741,"(50.0695, 14.3742)",5820000,Praha 5
2+kk,40,50.0695,14.3741,"(50.0695, 14.3742)",4820000,Praha 5
2+kk,53,50.0695,14.3741,"(50.0695, 14.3742)",5980000,Praha 5
1+kk,34,50.0695,14.3741,"(50.0695, 14.3742)",4330000,Praha 5
3+kk,59,50.0695,14.3741,"(50.0695, 14.3742)",6060000,Praha 5
2+kk,41,50.0695,14.3741,"(50.0695, 14.3742)",4860000,Praha 5
2+kk,53,50.0695,14.3741,"(50.0695, 14.3742)",5980000,Praha 5
1+kk,34,50.0695,14.3741,"(50.0695, 14.3742)",4190000,Praha 5
3+kk,59,50.0695,14.3741,"(50.0695, 14.3742)",6070000,Praha 5
2+kk,41,50.0695,14.3741,"(50.0695, 14.3742)",4860000,Praha 5
1+kk,35,50.0695,14.3741,"(50.0695, 14.3742)",4970000,Praha 5
2+kk,50,50.0695,14.3741,"(50.0695, 14.3742)",6200000,Praha 5
2+kk,57,50.0695,14.3741,"(50.0695, 14.3742)",6720000,Praha 5
2+kk,42,50.0695,14.3741,"(50.0695, 14.3742)",5630000,Praha 5
2+kk,52,50.0695,14.3741,"(50.0695, 14.3742)",6240000,Praha 5
1+kk,35,49.9871,14.4076,"(49.9871, 14.4076)",3323040,Praha 12
4+kk,130,50.1104,14.4974,"(50.1105, 14.4974)",12250000,Praha 9
2+kk,49,50.0208,14.403,"(50.0208, 14.4031)",5313600,Praha 4
2+kk,56,50.0562,14.4648,"(50.0562, 14.4648)",5653201,Praha 4
2+kk,53,50.0695,14.3741,"(50.0695, 14.3742)",6370000,Praha 5
3+kk,62,50.0695,14.3741,"(50.0695, 14.3742)",6360000,Praha 5
3+1,67,50.0692,14.5022,"(50.0692, 14.5023)",5499999,Praha 10
1+kk,34,50.0695,14.3741,"(50.0695, 14.3742)",3620000,Praha 5
3+kk,61,50.0695,14.3741,"(50.0695, 14.3742)",6140000,Praha 5
3+kk,61,50.0695,14.3741,"(50.0695, 14.3742)",6300000,Praha 5
3+kk,61,50.0695,14.3741,"(50.0695, 14.3742)",6290000,Praha 5
4+kk,126,50.0835,14.4341,"(50.0835, 14.4341)",9848000,Praha 1
4+kk,125,49.9794,14.3463,"(49.9794, 14.3464)",9989000,Praha 16
2+kk,60,50.0653,14.41,"(50.0654, 14.41)",7800000,Praha 5
4+kk,128,50.1389,14.4287,"(50.139, 14.4287)",10064070,Praha 8
2+kk,43,50.0325,14.5284,"(50.0326, 14.5285)",3950000,Praha 11
3+kk,80,50.0135,14.3998,"(50.0136, 14.3998)",8999000,Praha 12
4+kk,118,50.0733,14.371,"(50.0733, 14.371)",15511000,Praha 5
3+kk,76,50.0757,14.3687,"(50.0758, 14.3687)",11229694,Praha 5
2+1,65,50.0221,14.5257,"(50.0222, 14.5257)",4350000,Ujezd
2+kk,71,50.0659,14.4334,"(50.0659, 14.4335)",4990000,Praha 2
2+kk,54,50.0757,14.3687,"(50.0758, 14.3687)",8416154,Praha 5
1+kk,34,50.0757,14.3687,"(50.0758, 14.3687)",5483778,Praha 5
2+kk,45,50.091,14.4297,"(50.0911, 14.4298)",7490000,Praha 1
2+kk,55,49.9871,14.4076,"(49.9871, 14.4076)",4623000,Praha 12
2+kk,62,50.0757,14.3687,"(50.0758, 14.3687)",9138809,Praha 5
2+kk,65,50.0757,14.3687,"(50.0758, 14.3687)",9959347,Praha 5
3+kk,86,50.0757,14.3687,"(50.0758, 14.3687)",12677298,Praha 5
3+kk,77,50.0757,14.3687,"(50.0758, 14.3687)",11514983,Praha 5
1+kk,27,50.0757,14.3687,"(50.0758, 14.3687)",3909126,Praha 5
atypicky,135,50.0753,14.4056,"(50.0753, 14.4057)",9800000,Praha 5
2+kk,49,50.0263,14.3711,"(50.0263, 14.3711)",5440000,Praha 5
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",3953810,Praha 4
1+kk,56,50.0858,14.563,"(50.0859, 14.563)",3990000,Praha 14
3+kk,80,50.1375,14.5201,"(50.1376, 14.5201)",8621000,Praha 18
2+kk,52,50.0748,14.406,"(50.0749, 14.4061)",7088850,Praha 5
1+kk,31,50.0397,14.5671,"(50.0398, 14.5672)",3399933,Praha 15
5+1,104,50.0783,14.4563,"(50.0784, 14.4563)",10990000,Praha 3
2+kk,46,50.1025,14.5684,"(50.1026, 14.5685)",4200000,Praha 14
2+kk,69,50.0859,14.4582,"(50.0859, 14.4582)",7890000,Praha 3
2+kk,30,50.073,14.4311,"(50.073, 14.4311)",4715100,Praha 2
3+kk,70,50.1095,14.5067,"(50.1095, 14.5067)",7500000,Praha 9
3+kk,109,49.9871,14.4076,"(49.9871, 14.4076)",8060422,Praha 12
2+kk,71,50.0745,14.3976,"(50.0745, 14.3976)",10990000,Praha 5
3+kk,83,49.971,14.3748,"(49.971, 14.3748)",6350000,Zbraslav
4+1,97,50.1026,14.5697,"(50.1027, 14.5698)",2690000,Praha 14
3+kk,109,49.9995,14.4069,"(49.9996, 14.407)",8705256,Praha 12
3+kk,92,50.0635,14.444,"(50.0636, 14.4441)",8377500,Praha 4
2+kk,44,50.0635,14.444,"(50.0636, 14.4441)",4441668,Praha 4
2+kk,52,50.0747,14.4062,"(50.0748, 14.4063)",7145550,Praha 5
2+kk,70,50.0776,14.4304,"(50.0776, 14.4305)",10400000,Praha 1
1+kk,23,50.0782,14.4994,"(50.0782, 14.4995)",2649000,Praha 10
4+1,104,50.1044,14.5673,"(50.1045, 14.5674)",2500000,Praha 14
2+kk,38,50.0664,14.4558,"(50.0664, 14.4558)",3490000,Praha 10
3+1,56,50.0884,14.4324,"(50.0884, 14.4325)",8074000,Praha 1
3+kk,70,50.0757,14.3687,"(50.0758, 14.3687)",10123496,Praha 5
2+kk,56,50.0881,14.4173,"(50.0882, 14.4174)",8800000,Praha 1
1+kk,37,50.0562,14.4648,"(50.0562, 14.4648)",4012513,Praha 4
1+kk,53,50.1066,14.5462,"(50.1066, 14.5462)",4635000,Praha 14
4+kk,120,50.0757,14.3687,"(50.0758, 14.3687)",18228839,Praha 5
4+1,107,50.1044,14.5669,"(50.1044, 14.567)",2500000,Praha 14
1+kk,53,50.0742,14.3975,"(50.0742, 14.3976)",5950000,Praha 5
3+kk,108,50.0585,14.4443,"(50.0585, 14.4443)",9900000,Praha 4
2+kk,56,50.0675,14.4079,"(50.0675, 14.4079)",6620550,Praha 5
2+kk,28,50.0728,14.4306,"(50.0729, 14.4306)",4763700,Praha 2
4+1,104,50.0713,14.4157,"(50.0713, 14.4158)",13232500,Praha 2
2+1,74,50.1057,14.5656,"(50.1057, 14.5656)",5360000,Praha 14
1+kk,32,50.1233,14.4561,"(50.1234, 14.4562)",3200000,Praha 8
3+kk,109,50.0769,14.4191,"(50.077, 14.4192)",10920000,Praha 2
3+1,85,50.0648,14.3745,"(50.0648, 14.3746)",9400000,Praha 5
4+1,115,50.1027,14.4349,"(50.1028, 14.435)",12950000,Praha 7
2+1,59,50.1072,14.5674,"(50.1072, 14.5674)",4790000,Praha 14
4+kk,270,50.019,14.401,"(50.0191, 14.4011)",18887000,Praha 4
4+kk,130,50.019,14.401,"(50.0191, 14.4011)",14500640,Praha 4
3+kk,85,50.0972,14.4664,"(50.0973, 14.4664)",18000000,Praha 8
2+1,70,49.9997,14.4081,"(49.9997, 14.4082)",6500000,Praha 12
2+kk,60,50.1357,14.5077,"(50.1358, 14.5078)",4990000,Praha 18
4+1,106,50.0475,14.3455,"(50.0475, 14.3455)",6200000,Praha 13
3+kk,84,50.0742,14.4332,"(50.0743, 14.4333)",8252173,Praha 2
2+kk,47,50.0685,14.4382,"(50.0686, 14.4383)",5400000,Praha 2
2+kk,55,50.0747,14.4439,"(50.0748, 14.4439)",5857000,Praha 2
5+kk,269,50.1063,14.4947,"(50.1063, 14.4948)",35663233,Praha 9
2+kk,47,50.0747,14.4439,"(50.0748, 14.4439)",4937000,Praha 2
3+kk,173,50.0772,14.4258,"(50.0773, 14.4258)",28500000,Praha 2
5+kk,303,50.0535,14.5126,"(50.0535, 14.5126)",16200000,Praha 10
3+kk,65,50.0857,14.453,"(50.0858, 14.453)",6850000,Praha 3
5+kk,178,50.0148,14.4008,"(50.0149, 14.4008)",16518618,Praha 12
4+kk,125,50.0148,14.4008,"(50.0149, 14.4008)",11545287,Praha 12
3+kk,108,50.0148,14.4008,"(50.0149, 14.4008)",7984807,Praha 12
4+kk,124,50.0148,14.4008,"(50.0149, 14.4008)",10432257,Praha 12
2+kk,54,50.0698,14.3666,"(50.0698, 14.3667)",5390000,Praha 5
4+kk,133,50.0718,14.3877,"(50.0718, 14.3877)",8990000,Praha 5
2+kk,55,50.0698,14.3666,"(50.0698, 14.3667)",5390000,Praha 5
1+kk,34,50.0148,14.4008,"(50.0149, 14.4008)",3384738,Praha 12
3+kk,87,50.055,14.4545,"(50.055, 14.4545)",9500000,Praha 4
2+kk,54,50.055,14.4545,"(50.055, 14.4545)",5750000,Praha 4
5+kk,149,50.0371,14.411,"(50.0372, 14.4111)",10499000,Praha 4
3+1,81,50.1027,14.5696,"(50.1028, 14.5697)",2760000,Praha 14
2+kk,67,50.0148,14.4008,"(50.0149, 14.4008)",5101904,Praha 12
1+kk,31,50.055,14.4545,"(50.055, 14.4545)",3750000,Praha 4
2+kk,72,50.0148,14.4008,"(50.0149, 14.4008)",5336015,Praha 12
1+kk,16,50.0607,14.3812,"(50.0607, 14.3813)",2400000,Praha 5
1+kk,34,50.0148,14.4008,"(50.0149, 14.4008)",3190100,Praha 12
3+1,89,50.0898,14.3643,"(50.0899, 14.3644)",9950000,Praha 6
1+kk,48,50.0873,14.3999,"(50.0873, 14.4)",9900000,Praha 1
3+kk,64,50.0485,14.341,"(50.0485, 14.341)",6669520,Praha 13
3+1,90,50.0879,14.3635,"(50.088, 14.3636)",9700000,Praha 6
3+kk,68,50.0851,14.4199,"(50.0852, 14.4199)",12240000,Praha 1
2+1,53,50.0897,14.4956,"(50.0898, 14.4956)",4350000,Praha 3
3+kk,74,50.098,14.3971,"(50.0981, 14.3971)",8750000,Praha 6
3+kk,100,50.0989,14.4055,"(50.099, 14.4055)",10890000,Praha 6
4+kk,376,50.0822,14.4502,"(50.0823, 14.4503)",34900000,Praha 3
3+kk,70,50.1106,14.5174,"(50.1106, 14.5175)",7321737,Praha 9
2+kk,53,50.1106,14.5174,"(50.1106, 14.5175)",5493425,Praha 9
4+kk,99,50.1106,14.5174,"(50.1106, 14.5175)",11304963,Praha 9
3+kk,74,50.0276,14.366,"(50.0276, 14.3661)",7520004,Praha 5
5+1,113,50.0994,14.4183,"(50.0995, 14.4184)",14900000,Praha 7
2+kk,79,50.0553,14.5623,"(50.0553, 14.5624)",5890000,Dolni Mecholupy
3+kk,83,50.0817,14.4045,"(50.0818, 14.4045)",14950000,Praha 1
3+kk,117,50.0756,14.4285,"(50.0756, 14.4285)",15800000,Praha 2
4+kk,198,50.0672,14.4334,"(50.0673, 14.4334)",14999000,Praha 2
2+kk,41,50.0468,14.4631,"(50.0469, 14.4631)",4100000,Praha 4
3+1,164,50.0777,14.4599,"(50.0777, 14.4599)",19950000,Praha 3
3+kk,72,50.0509,14.4483,"(50.051, 14.4483)",5699000,Praha 4
4+1,97,50.024,14.496,"(50.0241, 14.4961)",6890000,Praha 11
3+1,94,50.0984,14.3925,"(50.0984, 14.3926)",10900000,Praha 6
2+kk,66,50.0785,14.423,"(50.0786, 14.423)",6900000,Praha 1
3+kk,87,50.0842,14.4667,"(50.0843, 14.4668)",11500000,Praha 3
2+1,53,50.0835,14.4341,"(50.0835, 14.4341)",4220000,Praha 1
2+kk,43,50.1306,14.4124,"(50.1306, 14.4124)",3690000,Praha 8
4+kk,74,50.0237,14.4492,"(50.0237, 14.4492)",4990000,Praha 4
2+kk,41,50.1106,14.4436,"(50.1107, 14.4436)",4313750,Praha 7
2+kk,61,50.1106,14.4436,"(50.1107, 14.4436)",5750000,Praha 7
2+kk,53,50.1106,14.4436,"(50.1107, 14.4436)",4760000,Praha 7
2+kk,62,50.0706,14.4077,"(50.0706, 14.4078)",5300000,Praha 5
1+kk,28,50.1078,14.556,"(50.1079, 14.556)",3208900,Praha 14
2+kk,62,50.0835,14.4341,"(50.0835, 14.4341)",6505680,Praha 1
5+kk,142,50.0866,14.3353,"(50.0866, 14.3354)",17450000,Praha 6
1+kk,31,50.0835,14.4341,"(50.0835, 14.4341)",3175490,Praha 1
2+kk,49,50.067,14.4561,"(50.067, 14.4562)",4750000,Praha 10
3+1,70,50.0893,14.4233,"(50.0894, 14.4234)",11500000,Praha 1
6-a-vice,242,50.0154,14.4559,"(50.0154, 14.456)",22750000,Praha 4
2+kk,52,50.1031,14.5184,"(50.1032, 14.5184)",4762252,Praha 9
3+kk,83,50.0835,14.4341,"(50.0835, 14.4341)",8448825,Praha 1
1+kk,32,50.071,14.3858,"(50.071, 14.3858)",3630000,Praha 5
3+1,82,50.0706,14.4069,"(50.0707, 14.407)",8900000,Praha 5
2+kk,57,50.0835,14.4341,"(50.0835, 14.4341)",5890005,Praha 1
3+kk,83,50.0646,14.5108,"(50.0646, 14.5109)",8626695,Praha 10
1+kk,37,50.0835,14.4341,"(50.0835, 14.4341)",3814090,Praha 1
1+1,23,50.1031,14.5184,"(50.1032, 14.5184)",2799044,Praha 9
1+1,23,50.1031,14.5184,"(50.1032, 14.5184)",2802797,Praha 9
2+kk,45,50.0124,14.4202,"(50.0125, 14.4203)",3888188,Praha 12
2+kk,60,50.0725,14.4069,"(50.0725, 14.407)",7290000,Praha 5
3+1,66,50.0866,14.5534,"(50.0866, 14.5534)",4190000,Praha 14
1+kk,23,50.0607,14.3812,"(50.0607, 14.3813)",2947000,Praha 5
2+kk,80,50.0859,14.4298,"(50.0859, 14.4298)",9500000,Praha 1
4+1,123,50.0476,14.3499,"(50.0477, 14.3499)",9800000,Praha 13
3+1,103,50.1006,14.4255,"(50.1007, 14.4255)",12900000,Praha 7
3+kk,104,50.0508,14.3454,"(50.0508, 14.3455)",9990000,Praha 13
1+1,46,50.0916,14.4452,"(50.0917, 14.4452)",6670000,Praha 8
2+1,45,50.0736,14.4557,"(50.0736, 14.4558)",7190000,Praha 10
3+kk,106,50.1389,14.4287,"(50.139, 14.4288)",8110749,Praha 8
2+1,38,50.1034,14.4555,"(50.1034, 14.4556)",5800000,Praha 7
3+kk,84,50.0716,14.5008,"(50.0716, 14.5008)",6901703,Praha 10
5+kk,260,50.0841,14.4311,"(50.0842, 14.4311)",22000000,Praha 1
4+1,148,50.0733,14.3865,"(50.0734, 14.3865)",19640000,Praha 5
3+kk,93,50.0586,14.4241,"(50.0587, 14.4241)",9490000,Praha 4
2+kk,45,50.0451,14.3291,"(50.0452, 14.3292)",3999999,Praha 13
5+kk,201,50.0566,14.4576,"(50.0566, 14.4576)",12980000,Praha 4
5+1,160,50.0578,14.427,"(50.0579, 14.4271)",19900000,Praha 4
4+kk,130,50.0553,14.5623,"(50.0553, 14.5624)",12346080,Dolni Mecholupy
3+1,81,50.1051,14.5689,"(50.1051, 14.5689)",5300000,Praha 14
2+kk,79,50.0904,14.4505,"(50.0904, 14.4506)",7100000,Praha 8
4+kk,90,50.0259,14.4912,"(50.026, 14.4913)",7990000,Praha 11
3+kk,83,50.0797,14.4841,"(50.0798, 14.4841)",10351300,Praha 10
2+kk,71,50.0716,14.5008,"(50.0716, 14.5008)",5745023,Praha 10
3+kk,85,50.1119,14.5045,"(50.1119, 14.5045)",8800000,Praha 9
2+kk,46,50.0566,14.2914,"(50.0567, 14.2915)",4908775,Zlicin
3+kk,65,50.0566,14.2914,"(50.0567, 14.2915)",6957040,Zlicin
1+kk,28,50.0562,14.2914,"(50.0563, 14.2915)",3323730,Zlicin
3+kk,104,50.1038,14.4769,"(50.1039, 14.4769)",9700000,Praha 8
2+kk,93,50.0682,14.3685,"(50.0682, 14.3686)",7400000,Praha 5
2+kk,52,50.0773,14.4741,"(50.0774, 14.4742)",6099000,Praha 3
2+kk,49,50.0285,14.3667,"(50.0286, 14.3667)",5505662,Praha 5
2+kk,45,50.0285,14.3667,"(50.0286, 14.3667)",5115843,Praha 5
2+1,43,50.0904,14.4505,"(50.0904, 14.4506)",2700000,Praha 8
3+1,69,50.1026,14.5697,"(50.1027, 14.5698)",2390000,Praha 14
3+1,85,50.0758,14.4302,"(50.0758, 14.4303)",10490000,Praha 2
2+kk,43,50.0382,14.5927,"(50.0383, 14.5928)",4690000,Praha 22
2+kk,65,50.1327,14.5054,"(50.1327, 14.5054)",5290000,Praha 18
2+kk,62,50.0733,14.3959,"(50.0733, 14.3959)",7636000,Praha 5
