Type,Area,Latitude,Longitude,Coordinates,Price(CZK),Region
2+kk,41,50.0669,14.3623,"(50.0669, 14.3623)",4590000,Praha 5
2+kk,55,50.106,14.5332,"(50.106, 14.5332)",5588424,Praha 14
1+kk,32,50.1057,14.4915,"(50.1058, 14.4915)",3999660,Praha 9
3+kk,101,50.0942,14.5355,"(50.0942, 14.5355)",10980200,Praha 14
2+kk,52,50.106,14.5332,"(50.106, 14.5332)",5329538,Praha 14
1+kk,39,50.0942,14.5355,"(50.0942, 14.5355)",4769000,Praha 14
2+kk,56,50.0942,14.5355,"(50.0942, 14.5355)",6420600,Praha 14
2+kk,61,50.105,14.5329,"(50.105, 14.5329)",6110430,Praha 14
2+kk,44,50.1057,14.4915,"(50.1058, 14.4915)",5089900,Praha 9
4+kk,101,50.1057,14.4915,"(50.1058, 14.4915)",11917580,Praha 9
2+kk,44,50.1055,14.4894,"(50.1056, 14.4894)",4890000,Praha 9
3+kk,69,50.1055,14.4894,"(50.1056, 14.4894)",6600000,Praha 9
2+kk,42,50.073,14.4308,"(50.073, 14.4308)",5897300,Praha 2
2+kk,85,50.073,14.4308,"(50.073, 14.4308)",9685929,Praha 2
3+kk,75,50.0742,14.4301,"(50.0742, 14.4301)",9595250,Praha 2
4+kk,94,50.0742,14.4301,"(50.0742, 14.4301)",15826500,Praha 2
4+kk,229,50.0845,14.4177,"(50.0846, 14.4178)",50000000,Praha 1
2+kk,44,50.0534,14.3481,"(50.0534, 14.3482)",4190000,Praha 13
2+kk,54,50.0135,14.3998,"(50.0136, 14.3998)",5284000,Praha 12
2+kk,66,50.0777,14.4863,"(50.0777, 14.4864)",9350000,Praha 10
2+kk,50,50.055,14.4417,"(50.055, 14.4417)",4500000,Praha 4
2+kk,51,50.0792,14.4581,"(50.0792, 14.4582)",6500000,Praha 3
2+kk,71,50.065,14.5526,"(50.065, 14.5527)",3500000,Dolni Mecholupy
2+kk,48,50.0863,14.4433,"(50.0864, 14.4433)",4600000,Praha 3
1+kk,53,50.139,14.5193,"(50.1391, 14.5193)",4400000,Praha 18
3+kk,70,50.1049,14.5369,"(50.1049, 14.537)",5590000,Praha 14
3+kk,87,50.0953,14.4535,"(50.0954, 14.4536)",11507000,Praha 8
2+kk,52,50.0753,14.4039,"(50.0754, 14.4039)",6690000,Praha 5
3+kk,70,50.0569,14.2814,"(50.057, 14.2815)",6480000,Zlicin
4+kk,112,50.0613,14.4483,"(50.0613, 14.4483)",10853585,Praha 4
2+1,57,50.0613,14.4483,"(50.0613, 14.4483)",5893562,Praha 4
1+kk,33,50.0338,14.4145,"(50.0339, 14.4146)",4240445,Praha 4
2+kk,54,50.0337,14.4142,"(50.0338, 14.4143)",6909949,Praha 4
3+kk,96,50.0339,14.4149,"(50.034, 14.4149)",9156635,Praha 4
3+kk,81,50.0613,14.4483,"(50.0613, 14.4483)",8921838,Praha 4
3+kk,81,50.0613,14.4483,"(50.0613, 14.4483)",9801522,Praha 4
4+kk,111,50.0567,14.442,"(50.0567, 14.4421)",10997037,Praha 4
3+kk,81,50.0613,14.4483,"(50.0613, 14.4483)",9303501,Praha 4
3+kk,114,50.0952,14.5088,"(50.0953, 14.5089)",12750000,Praha 9
4+kk,116,50.0338,14.4146,"(50.0338, 14.4147)",12188938,Praha 4
2+1,57,50.0613,14.4483,"(50.0613, 14.4483)",5935042,Praha 4
1+kk,34,50.0613,14.4483,"(50.0613, 14.4483)",4044554,Praha 4
4+kk,112,50.0613,14.4483,"(50.0613, 14.4483)",11590915,Praha 4
2+1,57,50.0613,14.4483,"(50.0613, 14.4483)",5992369,Praha 4
3+kk,91,50.0613,14.4483,"(50.0613, 14.4483)",9990634,Praha 4
2+kk,49,50.0267,14.4907,"(50.0268, 14.4908)",3950000,Praha 11
3+kk,72,50.1317,14.4255,"(50.1318, 14.4256)",5840000,Praha 8
1+kk,40,50.0735,14.3964,"(50.0735, 14.3965)",5990000,Praha 5
2+1,66,50.0698,14.4697,"(50.0699, 14.4698)",4990000,Praha 10
2+kk,58,50.0953,14.4535,"(50.0954, 14.4536)",7850000,Praha 8
4+kk,112,50.0663,14.4278,"(50.0663, 14.4279)",10584000,Praha 2
3+kk,54,50.0457,14.4941,"(50.0457, 14.4942)",4690000,Praha 4
3+kk,90,50.1567,14.5177,"(50.1568, 14.5178)",6990000,Cakovice
1+kk,22,50.1409,14.5095,"(50.1409, 14.5096)",2350000,Praha 18
4+kk,115,50.0683,14.4042,"(50.0683, 14.4042)",15458000,Praha 5
3+kk,86,50.0205,14.4658,"(50.0205, 14.4658)",8580000,Kunratice
3+kk,63,50.1356,14.4713,"(50.1357, 14.4713)",5590000,Praha 8
4+kk,113,50.0682,14.3695,"(50.0683, 14.3696)",12587219,Praha 5
4+kk,97,50.0684,14.3702,"(50.0684, 14.3703)",11268045,Praha 5
3+1,110,50.0663,14.4278,"(50.0663, 14.4279)",10395000,Praha 2
4+kk,102,50.0682,14.3699,"(50.0683, 14.3699)",11194891,Praha 5
3+kk,87,50.0684,14.3702,"(50.0684, 14.3703)",9587596,Praha 5
4+1,174,50.1031,14.4356,"(50.1032, 14.4356)",15400000,Praha 7
2+kk,86,50.0724,14.3876,"(50.0725, 14.3877)",8996664,Praha 5
atypicky,80,50.0724,14.3876,"(50.0725, 14.3877)",7992357,Praha 5
4+kk,107,50.0682,14.3693,"(50.0683, 14.3694)",12896680,Praha 5
4+kk,173,50.0724,14.3876,"(50.0725, 14.3877)",24982978,Praha 5
2+kk,61,50.0891,14.4621,"(50.0892, 14.4621)",6900000,Praha 3
3+kk,88,50.1085,14.4455,"(50.1085, 14.4455)",8805000,Praha 7
3+kk,75,50.0891,14.4621,"(50.0892, 14.4621)",8199000,Praha 3
5+kk,136,50.0891,14.4621,"(50.0892, 14.4621)",14699000,Praha 3
3+kk,87,50.1084,14.4455,"(50.1085, 14.4455)",9250000,Praha 7
2+1,55,50.0828,14.4931,"(50.0828, 14.4932)",4890000,Praha 10
3+kk,99,50.01,14.4069,"(50.0101, 14.4069)",10514000,Praha 12
1+kk,35,50.0669,14.3623,"(50.0669, 14.3623)",3770000,Praha 5
3+kk,89,50.1084,14.4455,"(50.1085, 14.4455)",7890000,Praha 7
2+kk,55,50.1084,14.4455,"(50.1085, 14.4455)",5190000,Praha 7
3+1,73,50.0895,14.3273,"(50.0895, 14.3274)",6700000,Praha 6
2+kk,63,50.0663,14.4278,"(50.0663, 14.4279)",6300000,Praha 2
3+kk,76,50.065,14.5103,"(50.065, 14.5103)",6600000,Praha 10
2+kk,55,50.0953,14.4535,"(50.0954, 14.4536)",7789000,Praha 8
2+kk,117,50.0153,14.584,"(50.0154, 14.584)",6500000,Praha 22
3+1,70,50.1124,14.4736,"(50.1124, 14.4737)",7490000,Praha 8
3+kk,106,50.0873,14.4669,"(50.0874, 14.467)",14999000,Praha 3
3+kk,56,50.089,14.4326,"(50.0891, 14.4326)",7601000,Praha 1
3+kk,63,50.0134,14.4356,"(50.0134, 14.4357)",4650000,Praha 12
5+kk,147,50.063,14.3619,"(50.063, 14.362)",20707940,Praha 5
1+kk,40,50.0953,14.4535,"(50.0954, 14.4536)",5687000,Praha 8
3+kk,81,50.0663,14.4278,"(50.0663, 14.4279)",8260000,Praha 2
4+kk,151,49.997,14.4133,"(49.997, 14.4134)",17300000,Praha 12
2+kk,90,50.07,14.4146,"(50.0701, 14.4147)",9860000,Praha 2
2+kk,68,50.0921,14.4422,"(50.0922, 14.4423)",7822000,Praha 8
2+kk,150,50.0856,14.4205,"(50.0856, 14.4206)",19000000,Praha 1
5+kk,206,50.0821,14.3743,"(50.0821, 14.3743)",31500000,Praha 6
5+kk,210,50.0885,14.3993,"(50.0885, 14.3994)",21000000,Praha 1
4+1,190,50.0814,14.445,"(50.0815, 14.445)",24000000,Praha 3
4+kk,148,50.0814,14.445,"(50.0815, 14.445)",13600000,Praha 3
4+kk,97,50.0798,14.4262,"(50.0798, 14.4262)",12500000,Praha 1
3+kk,119,50.0776,14.4068,"(50.0776, 14.4069)",18700000,Praha 5
3+kk,146,50.0776,14.4068,"(50.0776, 14.4069)",20500000,Praha 5
5+kk,193,50.0776,14.4068,"(50.0776, 14.4069)",28000000,Praha 5
3+kk,83,50.0683,14.4042,"(50.0683, 14.4042)",9981000,Praha 5
2+1,102,50.1014,14.4304,"(50.1015, 14.4305)",9900000,Praha 7
2+kk,45,50.0693,14.3728,"(50.0693, 14.3728)",4800000,Praha 5
4+kk,73,50.0452,14.4522,"(50.0452, 14.4522)",7022000,Praha 4
3+kk,200,50.0159,14.584,"(50.016, 14.584)",10300000,Praha 22
3+kk,80,50.0488,14.5444,"(50.0488, 14.5445)",6600000,Praha 15
3+kk,56,50.0733,14.4861,"(50.0734, 14.4862)",5459000,Praha 10
3+kk,69,50.0467,14.4473,"(50.0467, 14.4474)",6699000,Praha 4
3+kk,74,50.1398,14.516,"(50.1398, 14.516)",6000000,Praha 18
2+1,85,50.0663,14.4278,"(50.0663, 14.4279)",8290000,Praha 2
3+kk,59,50.0469,14.4899,"(50.047, 14.49)",5320000,Praha 4
2+kk,60,50.0135,14.3998,"(50.0136, 14.3998)",5954000,Praha 12
1+kk,31,50.0596,14.2837,"(50.0596, 14.2837)",3299000,Zlicin
1+kk,35,50.0131,14.4009,"(50.0132, 14.401)",4999000,Praha 12
1+kk,24,50.0728,14.4714,"(50.0729, 14.4714)",2415000,Praha 10
2+kk,54,50.0742,14.4144,"(50.0742, 14.4145)",7200000,Praha 2
3+kk,75,50.041,14.3281,"(50.0411, 14.3281)",7980000,Praha 13
2+kk,64,50.0802,14.499,"(50.0803, 14.499)",7620000,Praha 10
3+kk,83,50.0775,14.505,"(50.0776, 14.505)",9900000,Praha 10
1+kk,49,50.0727,14.4412,"(50.0727, 14.4412)",4090000,Praha 2
1+kk,30,50.0953,14.4535,"(50.0954, 14.4536)",4721000,Praha 8
2+kk,44,50.0457,14.5607,"(50.0457, 14.5608)",4100000,Praha 15
3+kk,84,49.989,14.4459,"(49.989, 14.446)",7500000,Praha 12
2+kk,43,50.1032,14.4496,"(50.1032, 14.4496)",4490000,Praha 7
3+1,97,50.0852,14.4436,"(50.0853, 14.4437)",9500000,Praha 3
2+kk,48,50.0297,14.3624,"(50.0297, 14.3625)",1949000,Praha 5
3+kk,61,50.0236,14.5152,"(50.0237, 14.5152)",5388760,Praha 11
3+kk,87,50.0845,14.4671,"(50.0846, 14.4672)",11500000,Praha 3
3+kk,139,50.092,14.4496,"(50.0921, 14.4496)",21100000,Praha 8
2+kk,58,50.0942,14.3673,"(50.0942, 14.3673)",7449990,Praha 6
3+1,147,50.089,14.4217,"(50.089, 14.4217)",23500000,Praha 1
1+kk,26,50.0764,14.4561,"(50.0765, 14.4562)",3640000,Praha 3
1+kk,23,50.073,14.4311,"(50.073, 14.4311)",3590000,Praha 2
4+kk,123,50.0849,14.4847,"(50.0849, 14.4847)",13199146,Praha 3
2+kk,49,50.0885,14.4686,"(50.0885, 14.4686)",4850000,Praha 3
3+kk,113,50.0848,14.4839,"(50.0848, 14.484)",9600000,Praha 3
4+kk,111,49.9918,14.4178,"(49.9918, 14.4178)",10200000,Praha 12
5+kk,202,50.1025,14.4101,"(50.1025, 14.4101)",25000000,Praha 6
2+kk,57,50.1416,14.5221,"(50.1416, 14.5221)",5050000,Praha 18
3+kk,95,50.0846,14.4834,"(50.0847, 14.4834)",9600000,Praha 3
1+kk,24,50.0793,14.4341,"(50.0793, 14.4341)",4840000,Praha 2
1+kk,26,50.0793,14.4341,"(50.0793, 14.4341)",4452000,Praha 2
2+kk,31,50.101,14.4239,"(50.1011, 14.4239)",5385000,Praha 7
1+kk,29,50.078,14.4248,"(50.0781, 14.4249)",6329000,Praha 1
1+kk,25,50.0922,14.4444,"(50.0922, 14.4445)",3643000,Praha 8
1+kk,27,50.0922,14.4444,"(50.0922, 14.4445)",3780000,Praha 8
1+kk,37,50.0793,14.4341,"(50.0793, 14.4341)",4854000,Praha 2
2+kk,59,50.0778,14.4228,"(50.0778, 14.4228)",8955000,Praha 1
1+kk,26,50.0778,14.4228,"(50.0778, 14.4228)",5645000,Praha 1
1+kk,33,50.101,14.4239,"(50.1011, 14.4239)",5085000,Praha 7
1+1,51,50.0778,14.4228,"(50.0778, 14.4228)",5897000,Praha 1
1+kk,23,50.0793,14.4341,"(50.0793, 14.4341)",3980000,Praha 2
1+kk,31,50.101,14.4239,"(50.1011, 14.4239)",4683500,Praha 7
2+kk,30,50.101,14.4239,"(50.1011, 14.4239)",4312000,Praha 7
1+kk,29,50.0732,14.4397,"(50.0733, 14.4398)",5576000,Praha 2
1+kk,20,50.0732,14.4397,"(50.0733, 14.4398)",3575000,Praha 2
1+kk,24,50.0732,14.4397,"(50.0733, 14.4398)",4895000,Praha 2
1+kk,27,50.0716,14.436,"(50.0716, 14.4361)",4965000,Praha 2
1+kk,30,50.078,14.4323,"(50.0781, 14.4323)",3900000,Praha 2
2+kk,38,50.078,14.4323,"(50.0781, 14.4323)",5990000,Praha 2
1+kk,23,50.078,14.4323,"(50.0781, 14.4323)",2827000,Praha 2
3+kk,112,50.0898,14.4474,"(50.0899, 14.4474)",9990000,Praha 8
atypicky,176,50.1108,14.496,"(50.1108, 14.496)",15990000,Praha 9
1+kk,34,50.0869,14.4518,"(50.0869, 14.4518)",3490000,Praha 3
3+kk,73,50.0664,14.3104,"(50.0665, 14.3105)",7250000,Praha 17
2+kk,47,50.0698,14.4587,"(50.0699, 14.4587)",4650000,Praha 10
1+kk,29,50.0461,14.461,"(50.0462, 14.4611)",2650000,Praha 4
2+kk,48,50.0461,14.461,"(50.0462, 14.4611)",4383000,Praha 4
3+kk,83,50.0536,14.4528,"(50.0536, 14.4529)",8730000,Praha 4
2+kk,48,50.0536,14.4528,"(50.0536, 14.4529)",5532125,Praha 4
1+1,41,50.1373,14.5094,"(50.1374, 14.5095)",3490000,Praha 18
1+1,35,50.0616,14.451,"(50.0616, 14.4511)",3999000,Praha 4
2+kk,55,50.0536,14.4528,"(50.0536, 14.4529)",6160000,Praha 4
1+kk,35,50.0536,14.4528,"(50.0536, 14.4529)",3400000,Praha 4
1+1,41,50.0835,14.4305,"(50.0835, 14.4306)",6900000,Praha 1
4+kk,208,50.0793,14.3808,"(50.0793, 14.3808)",31900000,Praha 6
2+1,65,50.0526,14.5442,"(50.0527, 14.5442)",4490000,Praha 15
2+kk,46,50.0839,14.4045,"(50.0839, 14.4045)",7900000,Praha 1
2+kk,53,50.1077,14.5277,"(50.1077, 14.5278)",6290000,Praha 9
4+kk,104,50.1325,14.3673,"(50.1326, 14.3673)",10190000,Suchdol
4+1,95,50.0905,14.4263,"(50.0906, 14.4264)",15990000,Praha 1
3+kk,77,50.0536,14.4528,"(50.0536, 14.4529)",8950400,Praha 4
4+kk,111,50.0536,14.4528,"(50.0536, 14.4529)",12869400,Praha 4
4+kk,103,50.0536,14.4528,"(50.0536, 14.4529)",10610000,Praha 4
3+kk,86,50.0222,14.4121,"(50.0222, 14.4122)",10340000,Praha 4
3+kk,86,50.0222,14.4121,"(50.0222, 14.4122)",10936000,Praha 4
3+kk,87,50.0222,14.4121,"(50.0222, 14.4122)",9589000,Praha 4
3+kk,86,50.0222,14.4121,"(50.0222, 14.4122)",10338000,Praha 4
3+kk,87,50.0222,14.4121,"(50.0222, 14.4122)",10036000,Praha 4
3+kk,84,50.0536,14.4528,"(50.0536, 14.4529)",8560000,Praha 4
2+kk,82,50.0536,14.4528,"(50.0536, 14.4529)",6560000,Praha 4
4+kk,128,50.0942,14.3673,"(50.0942, 14.3673)",17602000,Praha 6
1+kk,37,50.0848,14.4839,"(50.0848, 14.484)",4300000,Praha 3
4+1,98,50.104,14.434,"(50.1041, 14.4341)",10500000,Praha 7
3+kk,107,50.0849,14.4847,"(50.0849, 14.4847)",11700000,Praha 3
4+kk,110,50.0845,14.4854,"(50.0845, 14.4855)",14611296,Praha 3
3+kk,109,50.0849,14.4847,"(50.0849, 14.4847)",13082550,Praha 3
2+kk,57,50.1416,14.5221,"(50.1416, 14.5221)",5050000,Praha 18
1+kk,32,50.0831,14.4669,"(50.0832, 14.4669)",4180000,Praha 3
3+kk,81,50.1283,14.4843,"(50.1283, 14.4843)",7500000,Praha 8
2+kk,76,50.0895,14.3841,"(50.0895, 14.3841)",6600000,Praha 6
2+1,58,50.106,14.5305,"(50.106, 14.5305)",4480000,Praha 14
1+kk,43,50.029,14.3623,"(50.0291, 14.3624)",1590000,Praha 5
2+kk,48,50.0536,14.4528,"(50.0536, 14.4529)",5170000,Praha 4
2+kk,63,50.1025,14.4767,"(50.1025, 14.4768)",5868300,Praha 8
2+kk,52,50.1034,14.4545,"(50.1034, 14.4546)",5633919,Praha 7
2+kk,53,50.1034,14.4545,"(50.1034, 14.4546)",6063237,Praha 7
2+kk,52,50.0536,14.4528,"(50.0536, 14.4529)",5979350,Praha 4
3+1,91,50.0767,14.4576,"(50.0768, 14.4577)",10920000,Praha 3
2+kk,44,50.0128,14.4184,"(50.0128, 14.4185)",3350000,Praha 12
4+kk,83,50.0711,14.6844,"(50.0712, 14.6845)",4990000,Praha 21
2+1,49,50.0264,14.4477,"(50.0264, 14.4477)",3790000,Praha 4
2+kk,48,50.0906,14.4726,"(50.0906, 14.4726)",4849000,Praha 3
1+kk,35,50.008,14.4666,"(50.0081, 14.4666)",3490000,Libus
4+1,141,50.0988,14.4222,"(50.0988, 14.4223)",12490000,Praha 7
5+kk,169,50.084,14.4182,"(50.084, 14.4182)",19990000,Praha 1
3+kk,83,50.1411,14.5105,"(50.1412, 14.5105)",5790000,Praha 18
3+1,67,50.0521,14.3144,"(50.0521, 14.3144)",5790000,Praha 13
2+kk,61,50.0536,14.4528,"(50.0536, 14.4529)",6170000,Praha 4
3+kk,94,50.0536,14.4528,"(50.0536, 14.4529)",10295250,Praha 4
1+kk,33,50.047,14.3026,"(50.0471, 14.3027)",1239969,Praha 13
2+kk,47,50.0298,14.362,"(50.0299, 14.362)",1548183,Praha 5
3+1,78,50.1367,14.5058,"(50.1368, 14.5059)",5880000,Praha 18
2+kk,58,50.0454,14.3031,"(50.0455, 14.3032)",5699000,Praha 13
1+kk,32,50.065,14.5527,"(50.065, 14.5527)",1199000,Dolni Mecholupy
4+1,106,50.1047,14.5677,"(50.1047, 14.5677)",2890000,Praha 14
3+1,61,50.0723,14.35,"(50.0724, 14.35)",5150000,Praha 5
4+kk,179,50.118,14.4966,"(50.118, 14.4967)",14900000,Praha 9
2+kk,51,50.1018,14.45,"(50.1018, 14.45)",5900000,Praha 7
1+1,33,50.1272,14.4488,"(50.1273, 14.4488)",3400000,Praha 8
2+1,52,50.1086,14.5374,"(50.1086, 14.5374)",4590000,Praha 14
3+1,73,50.0976,14.3613,"(50.0977, 14.3613)",7470000,Praha 6
4+kk,128,50.1004,14.4535,"(50.1005, 14.4535)",16320000,Praha 7
3+kk,73,50.1121,14.6217,"(50.1121, 14.6217)",4500000,Praha 20
1+kk,29,50.0536,14.4528,"(50.0536, 14.4529)",3350000,Praha 4
1+kk,19,50.0586,14.3772,"(50.0586, 14.3773)",2600000,Praha 5
3+1,74,50.0625,14.4438,"(50.0626, 14.4439)",6900000,Praha 4
3+kk,108,50.0807,14.4198,"(50.0807, 14.4198)",12800000,Praha 1
1+kk,25,50.1056,14.4871,"(50.1056, 14.4872)",3390000,Praha 9
1+kk,61,50.1132,14.473,"(50.1133, 14.4731)",3591000,Praha 8
3+kk,82,50.0675,14.3694,"(50.0676, 14.3694)",14950000,Praha 5
4+1,140,50.0503,14.3421,"(50.0503, 14.3421)",10900000,Praha 13
1+kk,35,50.0834,14.4648,"(50.0834, 14.4649)",4700000,Praha 3
3+1,98,50.0733,14.3575,"(50.0733, 14.3576)",7800000,Praha 5
3+kk,66,50.0238,14.5233,"(50.0238, 14.5233)",5190000,Praha 11
3+kk,98,50.059,14.3291,"(50.0591, 14.3292)",10390000,Praha 13
1+kk,39,50.0891,14.3718,"(50.0891, 14.3719)",5250000,Praha 6
2+kk,54,50.0488,14.4291,"(50.0488, 14.4292)",9490000,Praha 4
3+1,329,50.0865,14.4323,"(50.0866, 14.4323)",41928000,Praha 1
2+kk,40,50.1132,14.473,"(50.1133, 14.4731)",4998000,Praha 8
atypicky,92,50.0909,14.4429,"(50.0909, 14.4429)",7900000,Praha 8
2+1,56,50.0176,14.4448,"(50.0176, 14.4449)",5070000,Praha 12
3+kk,112,50.0768,14.4639,"(50.0768, 14.464)",10900000,Praha 3
2+kk,41,50.0682,14.503,"(50.0682, 14.5031)",4750000,Praha 10
2+kk,46,50.1009,14.4467,"(50.1009, 14.4468)",4600000,Praha 7
3+kk,66,50.0408,14.5659,"(50.0409, 14.5659)",5500000,Praha 15
2+kk,44,50.0865,14.4323,"(50.0866, 14.4323)",9177000,Praha 1
2+1,71,50.0159,14.4342,"(50.016, 14.4343)",4120000,Praha 12
2+kk,41,50.0391,14.5078,"(50.0391, 14.5078)",4200000,Praha 11
3+kk,113,50.1221,14.4234,"(50.1221, 14.4234)",15100000,Troja
3+kk,87,50.0743,14.405,"(50.0743, 14.405)",9300000,Praha 5
3+kk,64,50.0579,14.498,"(50.058, 14.4981)",4990000,Praha 10
1+kk,29,50.0854,14.4494,"(50.0855, 14.4494)",3890000,Praha 3
2+kk,51,50.0823,14.4385,"(50.0823, 14.4385)",9990000,Praha 2
3+kk,79,50.0743,14.4054,"(50.0744, 14.4055)",9200000,Praha 5
3+kk,70,50.1099,14.5163,"(50.1099, 14.5163)",7750000,Praha 9
2+kk,59,50.0615,14.3617,"(50.0616, 14.3618)",8390000,Praha 5
1+kk,23,50.1032,14.5172,"(50.1033, 14.5172)",2530000,Praha 9
3+kk,85,50.0961,14.4501,"(50.0961, 14.4501)",13750000,Praha 8
3+kk,100,50.0744,14.3951,"(50.0745, 14.3952)",12000000,Praha 5
4+kk,116,50.0565,14.2816,"(50.0565, 14.2817)",12100000,Zlicin
4+kk,142,50.07,14.3825,"(50.07, 14.3826)",13800000,Praha 5
2+1,70,50.107,14.4749,"(50.107, 14.475)",6350000,Praha 8
3+1,78,50.01,14.4069,"(50.0101, 14.4069)",6590000,Praha 12
3+1,105,50.0581,14.4675,"(50.0582, 14.4676)",8370000,Praha 10
4+kk,87,50.1453,14.5742,"(50.1454, 14.5743)",7200000,Vinor
3+1,65,50.0369,14.4387,"(50.0369, 14.4387)",4250000,Praha 4
4+kk,165,50.0919,14.4997,"(50.092, 14.4997)",16900000,Praha 9
1+kk,46,50.1132,14.473,"(50.1133, 14.4731)",3124000,Praha 8
2+kk,65,50.0585,14.3751,"(50.0586, 14.3752)",4997000,Praha 5
1+kk,46,50.0905,14.4261,"(50.0905, 14.4261)",7499000,Praha 1
4+kk,94,50.0417,14.5518,"(50.0418, 14.5519)",7250000,Praha 15
1+kk,20,50.1065,14.473,"(50.1066, 14.4731)",2715000,Praha 8
3+kk,55,50.0691,14.4375,"(50.0692, 14.4376)",6199000,Praha 2
3+1,98,50.0801,14.4053,"(50.0802, 14.4053)",12390000,Praha 5
3+1,115,50.0745,14.4084,"(50.0746, 14.4085)",12900000,Praha 5
3+kk,91,50.0989,14.425,"(50.099, 14.4251)",11499000,Praha 7
2+1,86,50.092,14.4304,"(50.0921, 14.4304)",9490000,Praha 1
2+1,80,50.0441,14.4601,"(50.0441, 14.4601)",5970000,Praha 4
2+1,80,50.0665,14.4207,"(50.0666, 14.4207)",5970000,Praha 2
2+kk,70,50.0059,14.4597,"(50.006, 14.4598)",5999000,Libus
4+kk,100,50.0744,14.4904,"(50.0745, 14.4904)",9500000,Praha 10
2+kk,76,50.086,14.4535,"(50.086, 14.4535)",8500000,Praha 3
4+1,116,50.0837,14.4193,"(50.0838, 14.4193)",16000000,Praha 1
2+kk,41,50.0858,14.3724,"(50.0858, 14.3724)",4190000,Praha 6
4+1,139,50.0896,14.426,"(50.0896, 14.426)",19900000,Praha 1
2+kk,60,50.0381,14.3289,"(50.0382, 14.3289)",5399000,Praha 13
4+kk,195,50.0836,14.4302,"(50.0836, 14.4303)",24225000,Praha 1
5+kk,194,50.0785,14.4235,"(50.0786, 14.4235)",19000000,Praha 1
3+kk,102,50.0535,14.4027,"(50.0535, 14.4028)",15841000,Praha 5
3+kk,146,50.0842,14.4037,"(50.0843, 14.4038)",20500000,Praha 1
2+kk,45,50.0443,14.3344,"(50.0444, 14.3344)",3990000,Praha 13
1+kk,33,50.1082,14.4752,"(50.1082, 14.4753)",4395000,Praha 8
2+kk,41,50.0321,14.3797,"(50.0321, 14.3797)",4750000,Praha 5
2+kk,44,50.0323,14.3797,"(50.0323, 14.3797)",4800000,Praha 5
3+kk,60,50.0321,14.3797,"(50.0321, 14.3797)",6750000,Praha 5
4+kk,126,50.0321,14.3797,"(50.0321, 14.3797)",16250000,Praha 5
2+kk,44,50.032,14.3797,"(50.0321, 14.3797)",4990000,Praha 5
4+kk,87,50.0321,14.3797,"(50.0321, 14.3797)",9860000,Praha 5
1+kk,38,50.0321,14.3797,"(50.0321, 14.3797)",3990000,Praha 5
1+kk,23,50.1268,14.4646,"(50.1268, 14.4646)",2895000,Praha 8
5+1,121,50.0781,14.4347,"(50.0782, 14.4348)",11990000,Praha 2
1+kk,43,50.0746,14.3949,"(50.0747, 14.3949)",5490000,Praha 5
2+kk,47,50.0792,14.4604,"(50.0792, 14.4604)",5090000,Praha 3
1+kk,36,50.0902,14.4711,"(50.0903, 14.4712)",3950000,Praha 3
1+kk,28,50.0568,14.2839,"(50.0568, 14.284)",3700000,Zlicin
3+kk,115,50.1006,14.4255,"(50.1006, 14.4256)",11750000,Praha 7
1+kk,22,50.1031,14.519,"(50.1032, 14.519)",2599000,Praha 9
3+kk,87,50.1058,14.4682,"(50.1059, 14.4683)",11999000,Praha 8
1+kk,34,50.1085,14.5273,"(50.1086, 14.5274)",3700000,Praha 9
4+kk,95,50.1006,14.4355,"(50.1006, 14.4355)",8990000,Praha 7
2+kk,37,50.1043,14.5854,"(50.1044, 14.5854)",3600000,Praha 14
3+1,69,50.0776,14.4371,"(50.0777, 14.4371)",9990000,Praha 2
3+1,54,50.0789,14.4257,"(50.079, 14.4257)",8900000,Praha 1
3+kk,61,50.1043,14.5854,"(50.1044, 14.5854)",5900000,Praha 14
1+kk,23,50.1029,14.5196,"(50.103, 14.5197)",25990000,Praha 9
2+kk,44,50.0354,14.4224,"(50.0354, 14.4224)",4990000,Praha 4
4+kk,154,50.0519,14.4217,"(50.052, 14.4218)",19990000,Praha 4
1+kk,33,50.0956,14.4695,"(50.0956, 14.4696)",4911900,Praha 8
2+kk,40,50.0487,14.5447,"(50.0487, 14.5448)",4620000,Praha 15
3+1,83,50.09,14.4271,"(50.09, 14.4271)",11890000,Praha 1
3+1,75,50.0811,14.4299,"(50.0812, 14.4299)",11900000,Praha 1
3+kk,87,50.1035,14.5289,"(50.1036, 14.5289)",8500000,Praha 9
atypicky,80,50.0777,14.4599,"(50.0777, 14.4599)",4500000,Praha 3
4+kk,125,50.0536,14.4528,"(50.0536, 14.4529)",13650000,Praha 4
2+1,61,50.0841,14.3657,"(50.0842, 14.3658)",7300000,Praha 6
3+1,84,50.0894,14.3267,"(50.0895, 14.3267)",6500000,Praha 6
2+kk,45,50.0472,14.4637,"(50.0473, 14.4637)",3890000,Praha 4
2+kk,50,50.0795,14.4061,"(50.0796, 14.4062)",9443000,Praha 5
1+kk,31,50.0784,14.3055,"(50.0784, 14.3055)",3371000,Praha 6
1+kk,30,50.0784,14.3055,"(50.0784, 14.3055)",3282000,Praha 6
1+kk,15,50.0784,14.3055,"(50.0784, 14.3055)",2114000,Praha 6
2+kk,83,50.0912,14.4231,"(50.0913, 14.4232)",15500000,Praha 1
1+kk,40,50.0562,14.4361,"(50.0562, 14.4362)",3950000,Praha 4
