Title,Type,Area,Latitude,Longitude,Coordinates,Price(CZK)
"Byt 2+kk 56 m² k prodeji Vorařská, Praha 4 - Modřany; 5 409 774 Kč (konečná cena včetně DPH 21%, možnost dokoupení garážového stání za 345.000,-, včetně DPH), balkón, terasa, lodžie, výtah, bezbariérový, nízkoenergetický, skeletová stavba, osobní vlastnictví, ve výstavbě.",2+kk,56,50.0135,14.3998,"(50.0136, 14.3998)",5409774
"Byt 3+1 88 m² k prodeji Borovanského, Praha 5 - Stodůlky; 4 690 000 Kč (vč. služeb kanceláře, provize, právního servisu a adv.úschovy.), lodžie, výtah, panelová stavba, družstevní vlastnictví, v dobrém stavu.",3+1,88,50.0382,14.3409,"(50.0382, 14.341)",4690000
"Byt 2+kk 62 m² k prodeji Plzeňská, Praha 5 - Smíchov; 5 600 000 Kč (včetně provize RK a právního servisu), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,62,50.0706,14.3767,"(50.0706, 14.3768)",5600000
"Byt 2+kk 42 m² k prodeji Krátká, Praha 10 - Strašnice; 4 200 000 Kč (cena včetně provize RK a právního servisu), cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+kk,42,50.0750,14.4871,"(50.0751, 14.4871)",4200000
"Byt 3+1 116 m² k prodeji Praha 6 - Suchdol; 9 250 000 Kč (+ provize včetně kompletního právního servisu), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,116,50.1422,14.3828,"(50.1423, 14.3828)",9250000
"Byt 1+kk 33 m² k prodeji Rohanské nábřeží, Praha - Karlín; 5 261 000 Kč (Uvedená cena je včetně DPH, možnost přikoupení parkovacího stání od 575 000,-.), terasa, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,33,50.0953,14.4535,"(50.0954, 14.4536)",5261000
"Byt 2+kk 51 m² k prodeji Čelakovského sady, Praha 2 - Vinohrady; 7 100 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,51,50.0774,14.4312,"(50.0775, 14.4313)",7100000
"Byt 3+1 139 m² k prodeji Školská, Praha 1 - Nové Město; 22 500 000 Kč (cena včetně provize a kompletního servisu), garáž, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,139,50.0778,14.4239,"(50.0778, 14.4239)",22500000
"Byt 3+1 84 m² k prodeji Zdařilá, Praha 4 - Nusle; 6 890 000 Kč (včetně poplatků, včetně provize, včetně právního servisu), balkón, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,84,50.0552,14.4463,"(50.0553, 14.4463)",6890000
"Byt 4+kk 127 m² k prodeji Na Dračkách, Praha 6; 17 890 000 Kč (včetně DPH, včetně právního servisu), balkón, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,127,50.0942,14.3673,"(50.0942, 14.3673)",17890000
"Byt 1+kk 33 m² k prodeji Křižíkova, Praha 8 - Karlín; 5 100 000 Kč (včetně DPH), balkón, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",1+kk,33,50.0920,14.4496,"(50.0921, 14.4496)",5100000
"Byt 2+kk 48 m² k prodeji Šenovská, Praha 8 - Ďáblice; 4 658 958 Kč (včetně DPH), balkón, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, novostavby.",2+kk,48,50.1470,14.4731,"(50.147, 14.4731)",4658958
"Byt 3+1 128 m² k prodeji Olivova, Praha - Nové Město; 17 000 000 Kč, výtah, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,128,50.0829,14.4302,"(50.0829, 14.4303)",17000000
"Byt 4+1 162 m² k prodeji Mezibranská, Praha 1 - Nové Město; 19 890 000 Kč (včetně provize a právního servisu), cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+1,162,50.0780,14.4292,"(50.0781, 14.4292)",19890000
"Byt 2+kk 68 m² k prodeji Pod Harfou, Praha 9 - Vysočany; 5 430 000 Kč, balkón, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,68,50.1042,14.5124,"(50.1043, 14.5124)",5430000
"Byt 3+kk 105 m² k prodeji Česká, Praha 5 - Košíře; 14 890 000 Kč, balkón, terasa, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,105,50.0638,14.3841,"(50.0638, 14.3842)",14890000
"Byt 2+kk 62 m² k prodeji Za Ženskými domovy, Praha - Smíchov; 8 982 000 Kč (cena obsahuje DPH a sklep, cena neobsahuje parkovací stání, které je možné přikoupit za cenu od 500.tis + DPH), lodžie, výtah, nízkoenergetický, skeletová stavba, osobní vlastnictví, novostavby.",2+kk,62,50.0683,14.4042,"(50.0683, 14.4042)",8982000
"Byt 2+1 60 m² k prodeji Bryksova, Praha - Černý Most; 5 269 000 Kč, balkón, garáž, cihlová stavba, osobní vlastnictví, ve výstavbě.",2+1,60,50.1043,14.5854,"(50.1044, 14.5854)",5269000
"Byt 1+kk 29 m² k prodeji Lukešova, Praha 4 - Krč; 3 290 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+kk,29,50.0150,14.4604,"(50.0151, 14.4604)",3290000
"Byt 4+1 163 m² k prodeji Pod Kaštany, Praha 6 - Bubeneč; 19 900 000 Kč, lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+1,163,50.1023,14.4096,"(50.1023, 14.4097)",19900000
"Byt 1+kk 40 m² k prodeji Vorařská, Praha 4 - Modřany; 4 319 000 Kč (konečná cena včetně DPH, možnost dokoupení garážového stání za 345.000,-, včetně DPH), balkón, výtah, bezbariérový, nízkoenergetický, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,40,50.0135,14.3998,"(50.0136, 14.3998)",4319000
"Byt 2+1 63 m² k prodeji U družstva Život, Praha - Nusle; 7 300 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+1,63,50.0559,14.4461,"(50.056, 14.4461)",7300000
"Byt 2+kk 61 m² k prodeji Modenská, Praha 10 - Horní Měcholupy; 6 190 000 Kč, balkón, garáž, výtah, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,61,50.0405,14.5684,"(50.0406, 14.5685)",6190000
"Byt 1+kk 30 m² k prodeji Rohanské nábřeží, Praha - Karlín; 4 696 000 Kč (Uvedená cena je včetně DPH, možnost přikoupení parkovacího stání od 575 000,-.), terasa, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,30,50.0953,14.4535,"(50.0954, 14.4536)",4696000
"Byt 3+kk 100 m² k prodeji Sazovická, Praha 5 - Zličín; 8 300 000 Kč, balkón, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",3+kk,100,50.0563,14.2827,"(50.0564, 14.2827)",8300000
"Byt 2+kk 63 m² k prodeji náměstí Junkových, Praha 5 - Stodůlky; 6 980 000 Kč, terasa, výtah, bezbariérový, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,63,50.0461,14.3034,"(50.0462, 14.3035)",6980000
"Byt 4+kk 162 m² k prodeji Hlubočepská, Praha 5 - Hlubočepy; 13 725 000 Kč (Konečná cena včetně odměny RK, právního servisu, depozitní úschovy a pojištění), balkón, parkovací místo, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,162,50.0408,14.3967,"(50.0408, 14.3967)",13725000
"Byt 2+kk 52 m² k prodeji Nad malým mýtem, Praha 4 - Braník; 4 190 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,52,50.0355,14.4107,"(50.0356, 14.4108)",4190000
"Byt 2+kk 42 m² k prodeji Nad malým mýtem, Praha 4 - Braník; 3 290 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,42,50.0355,14.4107,"(50.0356, 14.4108)",3290000
"Byt 4+kk 100 m² k prodeji Ruská, Praha 10 - Vršovice; 8 790 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",4+kk,100,50.0728,14.4636,"(50.0728, 14.4636)",8790000
"Byt 3+kk 82 m² k prodeji Rohanské nábřeží, Praha - Karlín; 11 261 000 Kč (Uvedená cena je včetně DPH, možnost přikoupení parkovacího stání od 575 000,-.), lodžie, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,82,50.0953,14.4535,"(50.0954, 14.4536)",11261000
"Byt 3+1 82 m² k prodeji Pivcova, Praha 5 - Hlubočepy; 5 500 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), lodžie, parkovací místo, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+1,82,50.0317,14.3725,"(50.0317, 14.3726)",5500000
"Byt 3+kk 125 m² k prodeji Polská, Praha 2 - Vinohrady; 18 700 000 Kč (včetně právního servisu a provize RK), terasa, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,125,50.0784,14.4446,"(50.0784, 14.4446)",18700000
"Byt 2+kk 56 m² k prodeji Högerova, Praha 5 - Hlubočepy; 5 900 000 Kč ( V případě více zájemců může RK využít pro výběr kupujícího formu aukce.), balkón, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,56,50.0325,14.3773,"(50.0326, 14.3773)",5900000
"Byt 3+kk 89 m² k prodeji Betlémská, Praha 1 - Staré Město; 16 890 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,89,50.0836,14.4150,"(50.0837, 14.4151)",16890000
"Byt 2+kk 68 m² k prodeji Korunní, Praha 10 - Vinohrady; 10 200 000 Kč, terasa, parkovací místo, garáž, výtah, skeletová stavba, osobní vlastnictví, novostavby.",2+kk,68,50.0744,14.4590,"(50.0744, 14.4591)",10200000
"Byt 3+kk 83 m² k prodeji Veletržní, Praha 7 - Holešovice; 9 200 000 Kč, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,83,50.1022,14.4347,"(50.1022, 14.4347)",9200000
"Byt 5+1 161 m² k prodeji Valentinská, Praha 1 - Staré Město; 28 500 000 Kč, balkón, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",5+1,161,50.0883,14.4162,"(50.0883, 14.4163)",28500000
"Byt 4+kk 98 m² k prodeji Drnovská, Praha 6 - Ruzyně; 8 527 183 Kč (Uvedená cena nezahrnuje garážové stání, parkovací stání a případně komoru, sklep.), lodžie, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,98,50.0909,14.2975,"(50.0909, 14.2975)",8527183
"Byt 5+kk 110 m² k prodeji Karoliny Světlé, Praha 1 - Staré Město; 19 880 000 Kč, cihlová stavba, osobní vlastnictví, po rekonstrukci.",5+kk,110,50.0830,14.4144,"(50.083, 14.4144)",19880000
"Byt 3+kk 104 m² k prodeji U Zvonařky, Praha 2 - Vinohrady; 18 500 000 Kč (poplatky 3500 Kč), balkón, terasa, parkovací místo, výtah, skeletová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,104,50.0693,14.4343,"(50.0693, 14.4344)",18500000
"Byt 6 pokojů a více 215 m² k prodeji Mlynářská, Praha 1 - Nové Město; 24 900 000 Kč, terasa, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",6-a-vice,215,50.0920,14.4341,"(50.0921, 14.4341)",24900000
"Byt 2+kk 125 m² k prodeji Spinozova, Praha 4 - Modřany; 7 770 000 Kč, terasa, garáž, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,125,49.9977,14.4160,"(49.9977, 14.416)",7770000
"Byt 4+kk 172 m² k prodeji Kardausova, Praha 10 - Dolní Měcholupy; 10 990 000 Kč (včetně odměny RK, právních služeb a vyřízení hypotečního úvěru), terasa, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,172,50.0659,14.5507,"(50.066, 14.5508)",10990000
"Byt 1+kk 26 m² k prodeji Perucká, Praha 2 - Vinohrady; 3 037 000 Kč, výtah, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,26,50.0692,14.4397,"(50.0692, 14.4398)",3037000
"Byt 1+kk 26 m² k prodeji Perucká, Praha 2 - Vinohrady; 2 860 000 Kč (+ provize), skeletová stavba, osobní vlastnictví, novostavby.",1+kk,26,50.0682,14.4387,"(50.0683, 14.4388)",2860000
"Byt 2+kk 47 m² k prodeji Na spojce, Praha - Vršovice; 2 990 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.0678,14.4567,"(50.0678, 14.4567)",2990000
"Byt 3+kk 101 m² k prodeji Na spojce, Praha - Vršovice; 9 790 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",3+kk,101,50.0678,14.4567,"(50.0678, 14.4567)",9790000
"Byt 2+kk 47 m² k prodeji Plynární, Praha - Holešovice; 4 740 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",2+kk,47,50.1081,14.4402,"(50.1082, 14.4403)",4740000
"Byt 3+1 69 m² k prodeji Geologická, Praha 5 - Hlubočepy; 4 990 000 Kč, lodžie, výtah, panelová stavba, družstevní vlastnictví, ve velmi dobrém stavu.",3+1,69,50.0341,14.3858,"(50.0341, 14.3859)",4990000
"Byt 3+kk 78 m² k prodeji Praha 6 - Břevnov; 13 000 000 Kč, balkón, lodžie, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,78,50.0857,14.3695,"(50.0857, 14.3696)",13000000
"Byt 1+kk 37 m² k prodeji Za Ženskými domovy, Praha - Smíchov; 5 753 000 Kč (cena obsahuje DPH a sklep, cena neobsahuje parkovací stání, které je možné přikoupit za cenu od 500.tis + DPH), lodžie, výtah, nízkoenergetický, skeletová stavba, osobní vlastnictví, novostavby.",1+kk,37,50.0683,14.4042,"(50.0683, 14.4042)",5753000
"Byt 1+kk 33 m² k prodeji Plynární, Praha - Holešovice; 3 490 000 Kč, výtah, cihlová stavba, osobní vlastnictví, po rekonstrukci.",1+kk,33,50.1081,14.4402,"(50.1082, 14.4403)",3490000
"Byt 3+kk 97 m² k prodeji Pod Slovany, Praha 2 - Nové Město; 11 900 000 Kč, balkón, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,97,50.0698,14.4169,"(50.0699, 14.417)",11900000
"Byt 4+kk 110 m² k prodeji Vorařská, Praha 4 - Modřany; 10 454 000 Kč (konečná cena včetně DPH, možné dokoupení parkovacího stání za 345.000,-, včetně DPH), balkón, terasa, výtah, bezbariérový, nízkoenergetický, skeletová stavba, osobní vlastnictví, ve výstavbě.",4+kk,110,50.0135,14.3998,"(50.0136, 14.3998)",10454000
"Byt 2+kk 40 m² k prodeji Praha 6; 3 990 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,40,50.0902,14.3257,"(50.0903, 14.3257)",3990000
"Byt 2+kk 77 m² k prodeji Mazurská, Praha 8 - Troja; 6 999 000 Kč (+ provize  ), terasa, garáž, výtah, skeletová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,77,50.1275,14.4081,"(50.1276, 14.4081)",6999000
"Byt 3+kk 191 m² k prodeji U Nikolajky, Praha 5 - Smíchov; 19 900 000 Kč, terasa, parkovací místo, garáž, výtah, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,191,50.0668,14.3965,"(50.0668, 14.3966)",19900000
"Byt 2+kk 60 m² k prodeji U Zvonařky, Praha 2 - Vinohrady; 8 480 000 Kč, balkón, terasa, lodžie, parkovací místo, garáž, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",2+kk,60,50.0706,14.4341,"(50.0707, 14.4341)",8480000
"Byt 3+kk 85 m² k prodeji Janáčkovo nábřeží, Praha 5 - Smíchov; 7 900 000 Kč (+ 1 650 000 CZK anuita), výtah, cihlová stavba, družstevní vlastnictví, před rekonstrucí.",3+kk,85,50.0786,14.4081,"(50.0787, 14.4081)",7900000
"Byt 2+1 82 m² k prodeji Podolské nábřeží, Praha 4 - Podolí; 8 800 000 Kč (Cena včetně služeb a provize RK.), lodžie, výtah, cihlová stavba, družstevní vlastnictví, v dobrém stavu.",2+1,82,50.0601,14.4198,"(50.0601, 14.4198)",8800000
"Byt 3+1 109 m² k prodeji Bublíkova, Praha 8 - Libeň; 10 400 000 Kč (v četně provize a právního servisu), lodžie, garáž, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,109,50.1206,14.4529,"(50.1207, 14.453)",10400000
"Byt 4+kk 166 m² k prodeji Milevská, Praha 4 - Krč; 24 700 000 Kč, balkón, terasa, garáž, výtah, smíšená stavba, osobní vlastnictví, novostavby.",4+kk,166,50.0485,14.4373,"(50.0486, 14.4374)",24700000
"Byt 3+kk 71 m² k prodeji Rohanské nábřeží, Praha - Karlín; 9 099 999 Kč (Uvedená cena je včetně DPH, možnost přikoupení parkovacího stání od 575 000,-.), terasa, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,71,50.0953,14.4535,"(50.0954, 14.4536)",9099999
"Byt 3+kk 80 m² k prodeji Novosuchdolská, Praha 6 - Suchdol; 8 900 000 Kč, balkón, terasa, parkovací místo, garáž, nízkoenergetický, cihlová stavba, osobní vlastnictví, novostavby.",3+kk,80,50.1401,14.3804,"(50.1402, 14.3805)",8900000
"Byt 2+1 81 m² k prodeji Štefánikova, Praha 5 - Smíchov; 7 990 000 Kč (METRO ANDĚL 100 M - NEPLATÍTE DAŇ Z NABYTÍ), cihlová stavba, osobní vlastnictví, v dobrém stavu.",2+1,81,50.0726,14.4040,"(50.0726, 14.4041)",7990000
"Byt 3+1 120 m² k prodeji náměstí Míru, Praha 2 - Vinohrady; 16 900 000 Kč (NEPLATÍTE DAŇ Z NABYTÍ!), výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,120,50.0760,14.4356,"(50.0761, 14.4356)",16900000
"Byt 3+kk 74 m² k prodeji Tvrdého, Praha 9 - Letňany; 6 250 000 Kč, balkón, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,74,50.1366,14.5128,"(50.1367, 14.5128)",6250000
"Byt 3+1 90 m² k prodeji Nerudova, Praha 1 - Malá Strana; 13 490 000 Kč (cena je vč. provize, včetně poplatků, včetně provize, včetně právního servisu), terasa, výtah, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+1,90,50.0884,14.4004,"(50.0885, 14.4005)",13490000
"Byt 1+1 41 m² k prodeji Jablonecká, Praha 9 - Střížkov; 3 670 000 Kč, lodžie, panelová stavba, osobní vlastnictví, ve velmi dobrém stavu.",1+1,41,50.1238,14.4958,"(50.1239, 14.4958)",3670000
"Byt 2+kk 58 m² k prodeji Rohanské nábřeží, Praha - Karlín; 8 378 000 Kč (Uvedená cena je včetně DPH, možnost přikoupení parkovacího stání od 575 000,-.), lodžie, výtah, bezbariérový, skeletová stavba, osobní vlastnictví, novostavby.",2+kk,58,50.0953,14.4535,"(50.0954, 14.4536)",8378000
"Byt 5+kk 170 m² k prodeji Kostelní, Praha 7 - Holešovice; 16 900 000 Kč, cihlová stavba, osobní vlastnictví, ve velmi dobrém stavu.",5+kk,170,50.0973,14.4283,"(50.0974, 14.4283)",16900000
"Byt 4+kk 117 m² k prodeji U Sluncové, Praha 8 - Karlín; 14 517 961 Kč (Uvedená cena nezahrnuje garážové stání, parkovací stání a případně komoru, sklep.), terasa, parkovací místo, výtah, cihlová stavba, osobní vlastnictví, novostavby.",4+kk,117,50.0956,14.4695,"(50.0956, 14.4696)",14517961
"Byt 3+kk 101 m² k prodeji Masná, Praha 1 - Staré Město; 18 390 000 Kč, balkón, garáž, výtah, smíšená stavba, osobní vlastnictví, ve velmi dobrém stavu.",3+kk,101,50.0893,14.4233,"(50.0894, 14.4234)",18390000
"Byt 2+kk 89 m² k prodeji Na okraji, Praha 6 - Veleslavín; 10 600 000 Kč, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",2+kk,89,50.0900,14.3425,"(50.09, 14.3426)",10600000
"Byt 4+kk 109 m² k prodeji Za Ženskými domovy, Praha - Smíchov; 13 815 000 Kč (cena obsahuje DPH a sklep, cena neobsahuje parkovací stání, které je možné přikoupit za cenu od 500.tis + DPH), balkón, lodžie, výtah, nízkoenergetický, skeletová stavba, osobní vlastnictví, novostavby.",4+kk,109,50.0683,14.4042,"(50.0683, 14.4042)",13815000
"Byt 1+kk 38 m² k prodeji Janýrova, Praha 10 - Strašnice; 4 150 000 Kč, parkovací místo, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, novostavby.",1+kk,38,50.0792,14.4870,"(50.0793, 14.487)",4150000
"Byt 3+1 135 m² k prodeji Praha 5 - Břevnov; 16 700 000 Kč (včetně provize, včetně právního servisu), terasa, garáž, výtah, bezbariérový, cihlová stavba, osobní vlastnictví, v dobrém stavu.",3+1,135,50.0857,14.3695,"(50.0857, 14.3696)",16700000
"Byt 3+kk 99 m² k prodeji Vorařská, Praha 4 - Modřany; 10 091 000 Kč (konečná cena včetně DPH, možnost dokoupení garážového stání za 345.000,-, včetně DPH), balkón, výtah, bezbariérový, nízkoenergetický, skeletová stavba, osobní vlastnictví, novostavby.",3+kk,99,50.0135,14.3998,"(50.0136, 14.3998)",10091000
